cidade,área,quartos,banheiros,vagas garagem,andar,animal,mobiliado,condomínio,valor aluguel,valor IPTU,valor seguro,total,valor aluguel reduzido
Osasco,45,2,1,4,2,0,1,1440,1233,1712,26,4411,901.5697655161591
Salvador,254,5,4,3,4,1,1,3839,3594,289,24,7746,2702.257984288361
Uberlândia,124,5,3,2,4,0,1,2820,6682,642,94,10238,5259.401494071862
Sorocaba,99,4,1,3,18,1,0,50,8158,881,187,9276,5861.852656450083
Natal,318,3,4,0,8,0,0,3089,8369,1517,140,13115,6325.243901220545
Vila Velha,340,3,3,0,10,0,1,4258,8965,1231,41,14495,6297.5871218320635
Osasco,474,1,2,2,12,0,1,130,9714,1217,14,11075,7738.831062622796
Vila Velha,378,3,3,0,6,1,1,3488,3097,416,11,7012,2241.200362114642
Duque de Caxias,380,3,2,4,10,1,0,2084,2687,479,73,5323,1930.5475152599488
Londrina,236,4,1,4,15,1,0,3801,8220,1137,122,13280,6267.529424792151
Belém,480,2,2,0,4,1,0,4057,1733,1612,139,7541,1322.404848904635
Sorocaba,332,4,4,0,4,0,0,2474,6475,1611,182,10742,4917.935598361019
Londrina,212,3,1,2,2,1,1,680,6582,1570,119,8951,4682.760923571621
Sorocaba,77,3,4,2,14,0,0,1401,5693,1826,103,9023,4019.009993422717
Campo Grande,223,3,1,4,3,0,1,3256,3884,1501,171,8812,2776.7249336105515
Feira de Santana,403,5,2,4,0,1,0,2705,1552,1700,28,5985,1129.4479835852558
Recife,27,3,4,2,8,1,0,1100,2137,591,99,3927,1551.4602978974863
Curitiba,254,4,3,0,8,1,1,2667,3284,57,193,6201,2565.1410063009957
Duque de Caxias,128,4,3,3,16,1,1,859,4310,774,13,5956,3360.964087725466
Feira de Santana,474,2,3,0,9,0,1,3255,8281,1116,155,12807,6600.633122730522
Betim,415,1,2,2,11,0,1,247,9968,1621,167,12003,7490.714013662491
Teresina,101,1,2,2,6,0,0,529,3243,1235,13,5020,2280.4226072458655
Vitória,332,1,3,2,9,1,0,4380,1657,1978,36,8051,1192.5041216605453
Macapá,499,3,2,1,18,0,1,2337,2739,1039,127,6242,1958.560123708166
Cuiabá,90,2,4,0,4,1,1,2278,6178,326,41,8823,4478.117081249032
Joinville,308,1,4,2,9,1,1,1463,7535,1314,170,10482,5487.426320921564
Jaboatão dos Guararapes,226,2,1,3,8,1,0,2311,8167,1623,41,12142,5728.778870313606
Recife,498,1,4,1,16,0,0,3446,811,1338,105,5700,625.2748503023086
São Gonçalo,71,1,3,3,17,1,1,122,1443,1905,79,3549,1138.5543012695957
São José dos Campos,373,4,4,3,7,1,1,4378,3569,293,117,8357,2812.181358319406
Goiânia,358,3,2,0,4,0,0,111,2404,48,190,2753,1697.4103969798182
Fortaleza,429,4,1,2,17,1,1,721,5632,1305,149,7807,4062.090122348206
Osasco,95,2,2,1,10,0,1,3085,5945,316,49,9395,4301.968989233181
Maceió,299,5,2,4,9,0,0,3082,3710,261,175,7228,2599.691104197261
Manaus,111,1,3,3,13,0,0,3993,6910,139,84,11126,5056.6153262042935
Brasília,445,4,4,1,0,0,0,3295,6296,1360,95,11046,4812.747426156206
Santo André,412,2,4,1,18,1,1,394,1748,1264,71,3477,1257.8739762795624
Jundiaí,236,2,2,4,19,0,0,1226,5491,143,89,6949,4361.952693693977
Niterói,125,2,2,2,5,1,0,1557,1635,1660,25,4877,1278.1797655091739
São José dos Campos,75,4,1,0,0,0,1,2854,3542,488,31,6915,2662.428478899698
Belo Horizonte,259,5,2,4,7,0,1,696,7017,180,30,7923,4954.282942396425
Teresina,204,2,2,1,9,0,1,3909,6792,543,154,11398,4759.6840142708315
Duque de Caxias,218,4,3,0,14,1,0,3481,1976,1714,63,7234,1488.516898944139
Brasília,158,4,4,2,5,0,0,3208,7212,54,69,10543,5177.844549317422
Ananindeua,93,3,2,1,12,1,1,1312,3890,1663,140,7005,3085.93499589679
Recife,168,4,1,0,2,1,1,2783,4380,1868,129,9160,3075.537143082402
Fortaleza,377,3,1,3,11,1,1,1005,1870,782,181,3838,1332.3288982718982
Natal,36,3,2,2,5,1,0,1796,1865,1224,139,5024,1448.0139744824792
Uberlândia,399,4,2,4,15,1,0,639,2663,515,75,3892,1949.5896311947254
Aracaju,408,2,3,3,10,0,0,4585,4263,725,37,9610,3313.8297862203267
Fortaleza,433,3,4,4,9,0,1,3218,5526,662,124,9530,4401.858881522249
Maringá,344,3,1,2,4,0,1,2277,1867,579,50,4773,1373.659281688624
Porto Velho,30,1,3,1,8,1,0,1044,3210,454,160,4868,2422.1353785009583
Caxias do Sul,356,3,2,4,12,1,1,2962,9047,1551,188,13748,7031.024257345952
Londrina,60,4,3,4,16,0,0,1769,503,183,17,2472,367.29728536546133
Jaboatão dos Guararapes,144,1,3,3,3,0,1,3293,7985,695,79,12052,5679.213764231042
Joinville,223,2,1,0,16,1,0,1577,6098,1339,29,9043,4371.794687193401
Vila Velha,353,2,2,4,2,0,0,2005,1150,480,144,3779,918.191206947934
Vila Velha,406,4,1,1,8,0,1,3928,5339,1874,164,11305,4200.183556849523
Florianópolis,410,4,1,3,18,0,0,1402,7483,1984,76,10945,5948.066834428306
São Gonçalo,132,1,4,1,10,1,0,4821,3406,1548,56,9831,2667.0276571223826
Ananindeua,349,5,1,1,16,0,0,4877,6684,1300,84,12945,4833.214981402387
Maringá,312,4,4,1,18,0,0,1997,8845,302,79,11223,6509.923591548663
Londrina,438,1,3,3,4,1,1,8,8578,1972,78,10636,6281.8669664195995
Cuiabá,310,2,3,0,8,0,0,1810,9624,1568,35,13037,7438.031571201923
Santo André,243,3,2,4,10,1,1,3849,7699,1563,137,13248,6082.306745633429
Santo André,291,3,4,4,2,1,1,489,2274,264,149,3176,1751.6540786560797
Aparecida de Goiânia,208,4,3,3,18,0,0,1078,708,644,146,2576,525.5426466324345
Cuiabá,496,2,3,3,19,0,0,2230,2828,1548,107,6713,2184.2337351614706
Recife,324,3,3,1,14,1,0,1039,2950,239,109,4337,2340.6339844061813
Santo André,404,3,1,4,13,0,1,1185,3981,124,156,5446,2817.798724086719
Campinas,224,3,1,1,18,1,1,4559,5588,824,108,11079,4433.737325921485
Feira de Santana,235,3,3,0,17,1,0,1574,6578,481,100,8733,5195.822436869275
Cuiabá,448,5,3,4,8,0,0,4429,3328,1179,159,9095,2455.942211836585
São Luís,348,4,3,1,11,1,1,4641,2628,733,60,8062,1877.2445253781264
Boa Vista,370,4,3,1,12,0,0,1144,9133,508,124,10909,6982.054124065828
Uberlândia,335,2,3,4,5,1,1,1132,4808,599,99,6638,3796.422947992056
Mogi das Cruzes,399,4,3,3,1,0,0,4475,3041,1976,124,9616,2370.5425327518797
Maringá,246,4,4,2,7,1,0,4955,7415,494,143,13007,5569.248808669219
Aparecida de Goiânia,404,1,3,1,16,0,1,4608,6695,1774,138,13215,4869.634622501121
Fortaleza,452,4,1,4,18,0,1,3986,558,23,114,4681,411.0322491244924
Uberlândia,490,1,2,2,2,0,0,3466,9820,443,46,13775,7117.510965321338
Salvador,317,2,2,2,15,0,0,3833,9474,1368,90,14765,7365.114111546746
Duque de Caxias,150,5,4,3,1,1,1,4875,9940,720,124,15659,7197.664990973645
São José dos Campos,37,1,2,4,17,1,1,1848,7354,26,133,9361,5816.991011547712
Montes Claros,318,2,2,0,14,1,0,783,1272,553,171,2779,914.304557118768
São José dos Campos,181,2,4,1,8,0,0,3682,9200,1987,137,15006,7235.138662292865
Belém,151,2,1,2,9,1,1,553,1930,67,98,2648,1449.6487747370484
Barueri,337,4,1,4,9,1,1,3782,4978,134,93,8987,3973.877905453436
Rio de Janeiro,198,4,1,1,11,1,0,2733,8435,107,64,11339,6292.496318978346
Ananindeua,214,3,3,0,3,0,0,3703,2531,1396,105,7735,1929.439657061598
Belém,455,3,2,2,13,0,0,167,9119,1066,137,10489,6388.717660656119
Porto Alegre,316,4,1,3,12,1,1,298,6819,1723,151,8991,4860.894429815061
São Luís,410,4,4,3,5,1,0,141,2009,1385,17,3552,1464.8363307592374
Vila Velha,98,2,2,3,5,0,0,413,2691,1015,180,4299,2052.7140689055323
Joinville,329,4,1,3,5,0,1,2157,9453,1275,57,12942,6721.052323733963
Curitiba,207,3,2,3,1,1,1,623,4365,652,76,5716,3313.147063264175
São Luís,171,2,4,3,14,0,0,4393,2255,1563,142,8353,1666.0913576638277
Boa Vista,230,4,4,4,16,0,1,4363,9660,869,46,14938,7475.792793028224
Caxias do Sul,327,3,2,1,18,1,0,812,8941,98,24,9875,6957.162550049471
Porto Velho,314,5,1,1,11,1,0,1674,3259,1355,113,6401,2594.093856601846
Santo André,235,4,3,2,16,1,1,2123,7984,860,184,11151,6091.580667775444
Campinas,196,2,2,2,13,1,1,1704,4473,47,64,6288,3342.2581360543522
Vila Velha,415,1,2,2,2,1,1,1902,9321,1742,167,13132,7120.934587970615
Contagem,239,5,2,2,8,0,0,3013,781,1354,45,5193,579.9776719422242
Belém,358,4,4,1,13,0,1,2237,5760,358,62,8417,4304.396377852753
Santo André,181,1,2,4,2,0,1,1769,2138,1903,158,5968,1560.4503556197062
Guarulhos,220,4,4,0,16,0,0,2071,2861,780,54,5766,2064.434812868295
São José dos Campos,175,4,4,2,1,0,0,2570,9814,1042,115,13541,7479.072295725411
Aparecida de Goiânia,183,3,1,4,15,0,1,4395,3508,983,87,8973,2629.6101049891245
São Luís,473,2,3,0,1,0,1,2911,5947,911,21,9790,4401.439496083755
Campo Grande,467,2,3,0,11,0,1,405,5886,412,120,6823,4426.142394478032
Piracicaba,151,2,4,1,5,1,0,3222,1294,1410,40,5966,986.8131037692915
Feira de Santana,65,3,4,4,2,1,1,1349,8819,1753,47,11968,6490.406449157671
Campo Grande,308,3,4,4,0,1,1,3315,2772,346,123,6556,2048.6158734044275
Uberlândia,88,4,1,4,13,0,0,513,2739,344,41,3637,2037.9707805257192
Ananindeua,203,1,2,3,7,0,1,13,1436,590,65,2104,1116.5399607680715
Uberlândia,438,2,2,2,2,1,0,2947,7895,296,181,11319,5528.662972488467
Sorocaba,400,4,4,1,10,1,0,2890,2869,1269,49,7077,2145.23726934038
Teresina,173,1,1,1,18,1,1,1125,6042,151,137,7455,4832.869533896489
Duque de Caxias,24,1,3,4,16,0,1,932,3337,959,139,5367,2608.916231846161
Brasília,388,3,4,3,18,1,0,1303,5510,1228,128,8169,3994.3209780846933
Florianópolis,134,2,3,0,4,0,1,778,2722,549,173,4222,1978.1335261697136
Piracicaba,375,2,3,1,14,1,0,4424,7848,1047,179,13498,5865.610903199385
Florianópolis,94,4,1,4,4,1,0,1058,9963,356,47,11424,7896.614637957899
Serra,344,1,1,3,17,0,0,1261,3462,1430,122,6275,2737.296359684871
Maceió,238,5,3,4,6,0,0,3460,1902,1220,88,6670,1345.7664111152847
Contagem,370,3,4,2,0,1,0,1121,3045,1154,23,5343,2399.8081286013
Campo Grande,40,2,4,3,4,1,1,4397,2426,167,46,7036,1811.0691748800173
Osasco,299,5,3,1,13,0,0,1215,5669,1517,58,8459,4052.761050197963
São Luís,375,3,3,2,17,1,0,1670,2842,1051,167,5730,2034.1131225319996
Brasília,116,2,1,1,19,0,0,2504,3711,1086,103,7404,2883.22935520367
Duque de Caxias,423,4,1,1,15,1,1,4029,2461,40,36,6566,1926.1941293944662
Macapá,330,3,1,3,4,0,0,720,7924,169,164,8977,5550.548489126168
Ribeirão Preto,292,4,4,3,10,0,1,1952,5279,317,88,7636,3960.9346887569686
Joinville,143,2,2,1,16,1,0,2017,7128,21,64,9230,5611.301308125483
Natal,298,5,4,1,13,1,1,2697,2588,1149,168,6602,2006.7864826272626
Barueri,346,1,1,2,2,0,1,4558,3308,1368,157,9391,2358.432445140936
Betim,146,3,3,0,10,1,0,273,8575,1556,193,10597,6679.483174965151
Boa Vista,30,1,2,4,0,1,1,3431,8024,1708,118,13281,6395.86402847195
Belém,360,4,1,2,0,0,0,4065,570,955,149,5739,416.50882640816275
Serra,360,1,3,2,19,0,1,77,7953,1442,22,9494,5880.047413463628
São José dos Campos,432,5,1,1,11,0,0,1148,7674,1737,52,10611,5857.2780701300035
Rio de Janeiro,75,4,2,2,19,0,0,2539,8847,1997,101,13484,6838.526128000482
Natal,404,5,2,3,12,0,0,4380,6208,805,185,11578,4683.730932733313
Maceió,282,2,2,4,12,1,1,1747,3808,232,96,5883,2711.9621108953384
Sorocaba,143,3,3,4,3,1,1,2955,776,1158,36,4925,620.4245708320207
Brasília,453,3,4,0,8,0,0,4143,9372,1505,85,15105,7298.094855117536
Boa Vista,63,1,1,3,14,0,1,261,4839,1154,65,6319,3765.0031219575985
Betim,253,1,1,2,12,0,1,2572,1052,55,49,3728,748.6168395364633
Barueri,170,1,1,4,4,0,0,2004,9322,176,76,11578,6902.7630284822435
Mogi das Cruzes,399,4,1,3,13,1,0,3544,8217,1504,172,13437,6365.572698302841
Jaboatão dos Guararapes,147,5,1,2,16,0,0,1170,2431,110,14,3725,1786.4186280145939
Rio de Janeiro,430,3,1,2,16,0,1,2104,4245,537,118,7004,3095.158536805245
Duque de Caxias,495,1,4,0,15,0,0,3156,7527,379,102,11164,5539.577211407109
Jundiaí,141,5,2,3,10,0,0,694,6586,1304,178,8762,5260.373630803894
Niterói,273,5,3,2,17,0,1,4277,8395,1947,21,14640,6437.915831689241
Aparecida de Goiânia,457,1,1,1,9,1,1,3510,2032,518,105,6165,1623.1065447457277
Brasília,160,5,3,3,1,0,1,4453,2274,1402,70,8199,1796.326883789734
Mogi das Cruzes,109,4,1,0,10,1,1,4201,9355,371,100,14027,6613.142942038523
Goiânia,325,1,4,0,5,1,0,2140,5022,414,60,7636,3544.8619989641165
São Luís,409,4,4,3,10,0,0,504,4176,246,29,4955,3182.4085387250343
Porto Velho,393,5,3,1,11,0,1,4743,8073,1992,100,14908,5957.248014734579
São Paulo,394,3,3,1,12,0,0,584,2269,751,144,3748,1792.2754532819256
Santo André,215,2,3,4,0,0,1,1469,626,720,63,2878,493.1797689781608
Niterói,410,1,4,4,0,1,1,4044,6983,974,91,12092,5335.333821836075
Montes Claros,438,4,1,1,18,0,1,2046,6739,807,179,9771,5178.413219457212
Natal,68,4,2,1,3,0,1,1821,5136,1018,40,8015,3900.1778352615997
Sorocaba,158,3,2,3,10,1,0,2363,4631,557,67,7618,3357.6095238250437
Vila Velha,334,3,1,0,2,0,0,4516,7323,1815,107,13761,5840.874849709736
Joinville,45,1,4,4,4,1,0,806,1475,55,80,2416,1149.195946161297
Guarulhos,320,1,1,3,2,0,0,3329,5974,99,19,9421,4337.536782950544
Feira de Santana,327,1,4,2,15,1,1,547,4024,1350,133,6054,3216.0817135191446
Curitiba,401,2,4,0,6,0,0,1472,1620,368,158,3618,1182.893327581376
Maringá,308,5,4,4,7,1,1,3180,3733,1770,90,8773,2831.4916130892843
Barueri,468,5,1,2,15,1,0,2059,6205,1525,188,9977,4498.159545464343
Duque de Caxias,465,4,4,2,6,0,1,1477,2031,963,127,4598,1539.791968503976
Brasília,305,1,2,1,3,1,1,890,4511,211,76,5688,3460.73069632651
Belém,458,5,1,0,10,1,1,3186,3098,80,59,6423,2421.7379687677812
Piracicaba,323,4,4,1,14,0,0,4845,9894,1041,170,15950,7228.1375291784525
Vila Velha,393,2,2,3,18,1,1,1822,6232,605,109,8768,4857.7139486101005
Duque de Caxias,398,2,1,1,8,1,0,1630,7340,1522,107,10599,5476.77507505798
Jaboatão dos Guararapes,289,5,1,1,8,1,0,2653,4324,716,92,7785,3228.745804009665
Caxias do Sul,380,4,3,3,6,0,0,3571,8234,1312,192,13309,6108.903246530145
Maringá,361,3,4,4,13,0,1,1365,1019,1166,183,3733,762.5529380261122
Vila Velha,471,1,3,4,19,1,0,2691,5618,1669,83,10061,4193.463706932601
Porto Velho,172,4,4,4,11,0,1,1774,1943,104,135,3956,1525.7816247334824
Jaboatão dos Guararapes,60,1,3,4,19,0,1,95,5368,1573,38,7074,4172.7841396696485
Uberlândia,248,1,1,2,17,0,0,787,4036,862,96,5781,2876.3829008979255
Osasco,354,1,1,0,0,1,1,3264,8253,123,167,11807,6243.6868370650645
Caxias do Sul,140,2,1,0,14,0,0,870,1579,1290,13,3752,1249.425775376842
Vila Velha,334,2,1,2,4,1,1,3555,8520,1380,187,13642,6364.593561328676
Rio de Janeiro,160,5,2,0,15,0,1,3929,2135,622,13,6699,1663.1232533950156
Mogi das Cruzes,318,1,2,3,7,0,1,721,1312,1202,155,3390,943.0282570483968
Macapá,318,3,2,3,11,0,1,2043,9238,828,23,12132,7272.275859896732
Curitiba,466,4,4,1,19,0,1,2770,6539,761,37,10107,4837.351569655406
Piracicaba,128,3,4,0,4,0,0,2978,5703,1224,25,9930,4136.694959005208
Santo André,130,3,4,4,19,1,0,2443,7066,1882,28,11419,5044.257811710554
Betim,313,5,1,3,18,0,0,4847,8975,1897,49,15768,6908.992007264519
Cuiabá,341,3,2,3,0,0,0,3895,6794,1017,32,11738,5090.430696081444
Santo André,479,1,3,4,15,1,1,3133,5057,203,185,8578,3800.0191924407036
Salvador,390,5,1,3,9,0,1,963,6791,1315,134,9203,5074.248952851852
Vitória,78,3,3,2,2,1,1,1693,7721,1093,62,10569,5765.809406633825
Londrina,257,2,1,2,4,0,0,393,3235,1857,185,5670,2516.448046333091
Teresina,438,3,3,2,1,0,1,3215,2070,13,144,5442,1521.1277344213875
Brasília,139,5,3,3,7,0,0,1247,8386,626,62,10321,6555.281333643095
São Gonçalo,420,1,1,2,6,1,1,567,9528,1004,175,11274,7305.66823501686
Duque de Caxias,417,3,2,2,3,1,1,3168,9596,1161,199,14124,7659.906794134845
Londrina,156,1,2,1,13,0,0,4054,6700,180,135,11069,4925.558908058882
Teresina,477,4,1,1,16,1,1,4040,1790,1389,12,7231,1311.5239092574527
Cuiabá,481,3,1,3,5,0,1,1450,1489,1118,140,4197,1139.1833000789438
Ribeirão Preto,394,3,3,1,16,0,0,1365,7672,1169,116,10322,5600.578224995877
Manaus,223,2,1,3,13,0,1,943,5096,1015,55,7109,3723.3847509248812
Belém,119,1,2,3,9,1,1,3942,6570,690,138,11340,5255.975911694638
Aracaju,294,2,1,3,19,0,1,1244,889,1790,147,4070,702.0346927492018
Maceió,416,1,4,1,16,1,1,4588,3108,235,125,8056,2318.4888278679095
Ananindeua,203,2,1,3,16,0,1,1377,3108,1621,164,6270,2220.570520388927
Porto Alegre,193,2,4,0,19,0,0,4869,6363,1413,121,12766,4841.012817681787
Porto Velho,160,3,3,1,10,1,0,4868,8694,1494,89,15145,6317.998162078612
Vitória,206,3,2,4,7,1,0,2277,5157,1134,170,8738,4044.3503685401606
Boa Vista,208,4,4,1,6,1,0,4214,721,172,69,5176,540.6736120514114
Joinville,135,2,2,4,11,0,1,4980,6285,270,195,11730,4543.262404482651
Feira de Santana,165,5,2,3,7,1,1,3675,5458,751,62,9946,4296.685524171208
Guarulhos,310,2,4,4,3,1,1,2390,808,1147,70,4415,606.5532035702273
Recife,487,3,4,1,8,0,0,2594,8617,677,53,11941,6473.759811520618
Teresina,429,2,3,1,16,0,0,4136,614,1047,65,5862,479.85245719159883
Joinville,380,1,3,4,19,0,0,2517,7155,982,58,10712,5350.418414216766
Aracaju,305,1,2,2,0,0,0,2057,3105,1032,154,6348,2428.690201115825
Maceió,138,1,4,4,16,1,1,3268,3074,1608,68,8018,2253.766009101066
São Gonçalo,227,2,1,3,12,1,1,3682,3963,562,50,8257,3097.1433856795234
Porto Velho,356,5,4,3,9,0,1,2435,4821,718,49,8023,3805.394091184272
Caxias do Sul,386,1,3,3,3,1,0,3639,7050,1611,185,12485,5434.244043234412
Cuiabá,258,4,4,4,1,1,1,1340,9319,751,145,11555,6940.97341211588
Ribeirão Preto,298,2,1,4,19,0,0,3676,8393,444,150,12663,6714.26266456448
São Gonçalo,235,1,4,2,12,0,0,341,2730,16,117,3204,2140.8491455727576
Serra,332,3,3,0,18,0,0,2129,3543,1676,86,7434,2586.976951195687
Jaboatão dos Guararapes,497,1,1,0,8,0,1,3642,1674,1621,135,7072,1256.5937035234756
São Luís,197,2,2,4,7,0,0,4168,9499,1277,60,15004,7064.125559281586
João Pessoa,177,1,2,3,14,0,1,3846,9453,973,123,14395,6872.619891461228
Natal,27,1,3,3,11,1,0,3880,6309,70,10,10269,4911.32262017286
Campinas,131,2,2,4,6,0,0,4126,1526,1561,77,7290,1178.196588013793
Recife,236,3,2,0,17,0,1,1331,1167,1883,60,4441,857.1343116170245
São José dos Campos,312,4,3,0,18,0,0,3409,1229,1949,141,6728,867.6823638049729
Piracicaba,204,4,3,2,18,0,1,4865,3194,1236,159,9454,2298.279218025636
Jaboatão dos Guararapes,175,2,2,0,9,0,1,4489,5123,234,69,9915,4090.418886058805
São Paulo,245,2,1,4,19,0,0,4293,9919,349,89,14650,7081.577430797529
Fortaleza,215,3,3,4,7,1,1,1094,5124,528,99,6845,4088.9925180411947
Recife,61,5,2,0,10,0,0,729,8090,1868,39,10726,6209.770968253319
Manaus,406,5,1,4,11,1,0,3802,2995,667,113,7577,2325.663923445897
Mogi das Cruzes,239,2,4,1,18,1,1,4308,1360,165,149,5982,1013.9491146488691
Duque de Caxias,153,5,1,3,16,0,1,4478,1949,1094,182,7703,1407.0876459286876
Vitória,260,4,2,2,1,0,0,1868,8313,1893,32,12106,6185.707203245344
João Pessoa,259,3,3,4,16,1,0,4176,7394,1277,178,13025,5865.871791098769
João Pessoa,191,5,4,3,2,0,0,4571,3208,1105,196,9080,2480.3559230383244
Rio de Janeiro,455,4,4,0,17,0,1,4710,3469,1182,160,9521,2737.3998037516653
Campinas,468,4,1,4,14,1,1,2248,8656,1767,49,12720,6629.595438061791
Aparecida de Goiânia,312,1,1,4,1,0,0,1795,7102,1214,193,10304,5132.25606598986
Florianópolis,427,2,3,2,1,1,1,1406,5960,117,66,7549,4339.321781873462
Santo André,287,3,1,2,1,1,1,4278,7054,1399,81,12812,5635.430782683516
Brasília,219,3,1,1,18,1,0,3029,6450,546,51,10076,5015.514350002856
São Paulo,114,4,1,4,8,0,0,1378,9187,1993,190,12748,7064.142067118956
Campo Grande,360,5,3,1,7,0,0,3603,6832,372,170,10977,5437.809864620492
São Luís,391,2,4,0,8,0,1,1531,3956,1124,108,6719,2970.2589116867584
Betim,48,4,3,1,9,1,1,2674,828,939,14,4455,620.6610935368948
Osasco,39,1,4,4,19,1,1,3432,6308,1592,122,11454,4535.220713213803
Guarulhos,447,2,4,1,12,0,0,345,9292,619,55,10311,7022.638831611234
São Gonçalo,129,5,3,3,7,1,1,848,5747,1458,182,8235,4401.776035389366
Macapá,138,3,2,0,10,1,1,567,1701,1865,130,4263,1336.550581744611
Betim,108,5,3,3,18,0,1,312,9583,145,63,10103,7138.428194705126
Manaus,387,4,3,3,2,1,1,2993,3875,1454,69,8391,2880.964660170085
Cuiabá,205,5,2,1,0,1,1,209,2672,1241,163,4285,2108.5855838987372
Manaus,277,5,2,2,15,0,0,3382,794,432,123,4731,561.0043135187778
São Paulo,335,5,4,1,15,1,1,3431,3112,1057,70,7670,2253.870193974197
São Paulo,410,2,2,0,18,0,0,2217,5146,1920,18,9301,3792.886788500658
São José dos Campos,476,1,4,3,4,1,1,4382,6739,1852,118,13091,5342.504825667472
Santo André,278,5,1,2,15,1,1,4819,1755,1636,129,8339,1360.9500797256012
Feira de Santana,345,1,4,0,19,0,0,1047,3228,260,31,4566,2508.9551977490078
Goiânia,43,1,2,1,0,0,1,3591,2204,1492,135,7422,1691.721902275409
Cuiabá,474,4,3,4,5,0,0,4112,4962,1464,118,10656,3558.4870426797333
São Gonçalo,46,4,1,2,5,0,0,4930,5355,212,31,10528,3908.0534988604227
Curitiba,488,2,1,0,5,1,0,3503,4420,1890,36,9849,3099.390518150591
Vitória,467,3,3,3,17,1,0,4967,7631,899,48,13545,5850.088127766091
Recife,455,2,2,3,13,0,0,3814,2672,1803,28,8317,2120.10049028231
Feira de Santana,322,1,1,2,16,1,1,1030,1079,250,83,2442,787.3240102243882
Macapá,163,1,1,4,2,1,1,2517,3426,807,167,6917,2624.8433943771174
Ribeirão Preto,268,3,2,4,0,0,1,2816,4756,1244,75,8891,3735.0519404336133
Guarulhos,178,2,3,0,16,0,0,2728,6815,735,125,10403,5169.3446930951695
Maringá,346,1,3,1,5,0,0,3816,5799,969,158,10742,4294.796611679553
Maceió,251,1,1,4,17,1,0,1338,5177,1774,41,8330,3757.1920065050217
Betim,30,3,2,1,8,0,1,4071,4793,1282,163,10309,3630.953476744016
Porto Velho,165,5,2,3,3,0,0,833,6161,1566,97,8657,4739.001973066668
Belo Horizonte,97,5,1,4,17,1,1,744,1236,1375,166,3521,911.9272010040337
Ananindeua,63,5,3,2,6,0,1,3127,4843,1643,49,9662,3642.988651925739
João Pessoa,474,1,4,4,13,1,1,4744,4921,486,72,10223,3691.9508985309626
Duque de Caxias,113,2,4,2,14,0,1,4565,7550,581,151,12847,5843.841614000187
Goiânia,381,2,2,4,16,1,1,2399,9508,459,189,12555,7422.518669817023
Manaus,489,3,4,3,18,1,1,4605,5297,483,35,10420,3986.351585324572
Aparecida de Goiânia,98,2,2,0,0,1,0,889,9790,604,19,11302,7507.0398874666225
São José dos Campos,334,5,2,0,16,1,1,1028,8923,776,138,10865,6773.286860259326
Aracaju,354,4,2,0,15,1,1,2713,6433,1502,40,10688,4780.981732948116
Niterói,463,5,3,3,16,1,0,846,3339,828,183,5196,2377.9961716456837
Fortaleza,270,5,4,0,7,0,0,3982,3764,1984,150,9880,2638.5596125557713
Londrina,51,1,1,2,13,1,0,457,6535,887,133,8012,5147.320403732655
Macapá,229,2,2,0,6,0,0,1607,825,1257,182,3871,647.1641813697445
Ananindeua,423,1,3,2,16,0,0,2861,2561,1321,90,6833,1840.7169128023663
Belo Horizonte,465,5,4,2,7,0,0,974,6805,156,89,8024,5002.01023631278
Sorocaba,126,3,4,1,1,1,0,1918,5263,165,112,7458,3812.039950150098
Caxias do Sul,219,1,1,1,13,0,1,235,5678,1529,21,7463,4355.009779460908
Boa Vista,467,1,1,0,10,1,0,1649,8202,1506,153,11510,6368.273581194308
Macapá,464,4,4,2,2,0,0,3875,8653,1968,52,14548,6361.459577644825
São José dos Campos,266,4,1,4,5,1,1,840,2295,1467,96,4698,1805.1385947683702
Santo André,479,3,4,2,16,0,0,3141,7911,490,130,11672,6154.623828354604
São Luís,316,1,2,3,11,1,1,4592,9849,1587,126,16154,7296.9531299069195
Santo André,304,4,2,4,4,0,0,890,3394,1122,70,5476,2645.67275580422
Feira de Santana,322,5,1,2,8,0,0,3080,6760,767,143,10750,5034.892195348924
Boa Vista,323,4,4,1,3,0,1,2685,3986,289,178,7138,2917.2662543329584
Teresina,131,2,1,3,6,1,0,1899,2211,628,129,4867,1643.1844708211158
João Pessoa,22,4,2,0,17,1,1,4018,9740,1396,49,15203,7103.948861679613
Sorocaba,91,4,3,0,13,0,0,3425,6940,1075,190,11630,5058.667341669849
Rio de Janeiro,391,2,3,4,14,1,1,4100,6715,1239,123,12177,5211.317848712553
Vila Velha,360,1,4,0,13,0,1,251,8482,1186,81,10000,6707.297113607517
Joinville,273,2,4,4,6,0,1,3930,2919,1746,59,8654,2190.11440358988
São Luís,152,1,3,1,6,0,0,1893,2397,182,92,4564,1882.632385607241
